id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
teocratico-sostenible-nn-tamano,tamaño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Medida que expresa lo grande o pequeño que es algo.,Dimensión que hizo parecer enormes a los habitantes observados por los espías.,Medida que expresa lo grande o pequeño que es algo; el pasaje citado muestra cómo se aplica.,"Dimensión que hizo parecer enormes a los habitantes observados por los espías, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/numeros/13/#v33
teocratico-sostenible-nn-diseno,diseño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Plan que muestra cómo se hará o funcionará algo.,Organización pensada de las partes de una obra.,Disposición que permite que diferentes elementos cumplan juntos un propósito.,Planificación evidente en la variedad y el orden de la creación atribuida a Jehová.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/1/dios-crea-adan-eva/
teocratico-sostenible-o-organo,órgano,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Parte del cuerpo que cumple una función determinada.,Parte del cuerpo colocada para cumplir una función dentro del conjunto.,Parte del cuerpo que cumple una función determinada; el pasaje citado muestra cómo se aplica.,"Parte del cuerpo colocada para cumplir una función dentro del conjunto, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-corintios/12/#v18
teocratico-sostenible-o-oficial,oficial,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que ejerce un cargo de autoridad civil o militar.,Persona con rango de autoridad como el centurión Cornelio.,Persona que ejerce un cargo de autoridad civil o militar; el pasaje citado muestra cómo se aplica.,"Persona con rango de autoridad como el centurión Cornelio, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/10/#v1
teocratico-sostenible-o-omnipotente,omnipotente,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Que posee poder sin límites, título apropiado únicamente para Dios.",Título de Jehová que expresa poder sin límites.,"Que posee poder sin límites, título apropiado únicamente para Dios; el pasaje citado muestra cómo se aplica.","Título de Jehová que expresa poder sin límites, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/apocalipsis/19/#v6
teocratico-sostenible-o-ofrenda,ofrenda,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Regalo que una persona presenta a Dios.,Algo valioso entregado como muestra de gratitud y adoración.,Dádiva religiosa como las que llevaron Caín y Abel al comienzo de la historia humana.,"Presentación voluntaria o prescrita destinada a expresar devoción, agradecimiento o expiación.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/3/abrahan-sara/
teocratico-sostenible-o-olivo,olivo,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Árbol que produce aceitunas.,Planta de hojas resistentes cuyo fruto sirve para obtener aceite.,Árbol del que procedía la hoja que una paloma llevó a Noé después del Diluvio.,"Especie mediterránea longeva que en la Biblia puede simbolizar paz, prosperidad y bendición.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/2/arca-de-noe/
teocratico-sostenible-o-oposicion,oposición,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Resistencia de alguien que intenta impedir una acción.,Problemas que afrontan quienes hacen lo correcto cuando otros quieren detenerlos.,Hostilidad que Daniel soportó de funcionarios empeñados en encontrar una acusación contra él.,"Obstrucción deliberada contra una persona o causa, superada por integridad y confianza en Dios.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/10/daniel-hoyo-leones/
teocratico-sostenible-o-orgullo,orgullo,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Idea exagerada de la propia importancia.,Actitud de quien se cree superior y no quiere aceptar consejos.,Cualidad que impulsó a los constructores de Babel a buscar fama para sí mismos.,Autoexaltación que lleva a atribuirse méritos indebidos y a desafiar límites establecidos por Dios.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/3/torre-babel/
teocratico-sostenible-o-oro,oro,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Metal amarillo, brillante y muy valioso.",Material precioso usado para fabricar joyas y decorar edificios importantes.,Metal que abundó durante el reinado de Salomón y se empleó en el templo.,"Elemento noble que en contextos bíblicos representa riqueza y esplendor, pero nunca sustituye la sabiduría.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/8/rey-salomon-templo/
teocratico-sostenible-o-oscuridad,oscuridad,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Falta de luz que dificulta ver.,Sombra profunda que cubrió Egipto durante una de las plagas.,"Condición opuesta a la claridad, capaz de producir desorientación y temor.",Privación de luz que en la novena plaga distinguió el territorio egipcio de las viviendas israelitas.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/egipto-plagas-1-2-3/
teocratico-sostenible-o-obra,obra,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cosa hecha mediante trabajo y esfuerzo.,"Resultado de crear, construir o realizar una tarea.","Producto de una actividad, como el cielo, la Tierra y los seres vivos hechos por Dios.",Realización que revela capacidad y propósito de su autor; la creación se presenta como obra de Jehová.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/1/dios-crea-adan-eva/
teocratico-sostenible-o-ojo,ojo,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Parte del cuerpo que permite ver.,"Órgano que capta luz, formas y colores.",Sentido que debe vigilarse porque lo que miramos influye en pensamientos y deseos.,"Órgano visual usado también como figura de atención, percepción y orientación moral.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/7/david-goliat/
teocratico-sostenible-o-oido,oído,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Sentido que permite escuchar sonidos.,"Capacidad con la que recibimos palabras, música y advertencias.",Facultad necesaria para prestar atención a la enseñanza de Jesús y ponerla en práctica.,"Órgano auditivo que en lenguaje bíblico representa receptividad y obediencia, no simple percepción sonora.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-ensena-orar/
teocratico-sostenible-o-oportunidad,oportunidad,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Momento apropiado para hacer algo.,Ocasión favorable que conviene reconocer y aprovechar.,Circunstancia que Ester utilizó para hablar con el rey y proteger a su pueblo.,"Conjunto de condiciones propicias para actuar; puede exigir valor, prudencia y buen sentido del tiempo.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/10/reina-ester-salva-pueblo/
teocratico-sostenible-o-orden,orden,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Instrucción que debe cumplirse.,Mandato dado por alguien con autoridad para indicar qué hacer.,Indicación clara como las que Jehová comunicó a Moisés durante su misión.,Disposición autoritativa que organiza una acción y establece responsabilidad para quien la recibe.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/moises/
teocratico-sostenible-o-oriente,oriente,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Dirección por donde sale el Sol.,Punto cardinal opuesto al oeste.,Región hacia la que se sitúa la salida del Sol y desde la que viajaron los constructores de Babel.,"Denominación geográfica del este, usada para orientar desplazamientos y ubicar territorios bíblicos.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/3/torre-babel/
teocratico-sostenible-o-orilla,orilla,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Borde donde el agua se encuentra con la tierra.,"Franja situada junto a un río, lago o mar.",Lugar firme al que llegaron los israelitas después de cruzar el mar Rojo.,Margen de una masa de agua que marcó para Israel el paso del peligro a la liberación.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/mar-rojo-se-divide/
teocratico-sostenible-o-olor,olor,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Sensación que percibimos con la nariz.,Aroma agradable o desagradable que desprende una sustancia.,"Efecto de algo fragante, comparado en la Biblia con ofrendas aceptables para Dios.",Impresión olfativa empleada figuradamente para expresar aprobación de un sacrificio presentado con fe.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/2/arca-de-noe/
teocratico-sostenible-o-olla,olla,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Recipiente profundo que se usa para cocinar.,Vasija resistente en la que pueden hervirse alimentos.,Utensilio doméstico que los israelitas recordaron al hablar de la comida que tenían en Egipto.,Recipiente culinario mencionado al contrastar antiguas provisiones con la dependencia diaria del maná.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/mar-rojo-se-divide/
teocratico-sostenible-o-opresor,opresor,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que trata a otros con crueldad.,"Quien usa su poder para obligar, explotar o hacer sufrir.","Gobernante como el faraón, que esclavizó a Israel y se negó a liberarlo.","Autoridad abusiva que priva de libertad mediante fuerza o amenazas, enfrentándose finalmente al juicio divino.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/egipto-plagas-1-2-3/
teocratico-sostenible-o-objetivo,objetivo,,O,empieza,teocratico,relato-biblico-infantil|sostenible,1,Resultado que alguien quiere alcanzar.,Meta hacia la que se dirigen decisiones y esfuerzos.,Propósito que mantuvo Pablo: llegar a Roma y seguir dando testimonio.,"Fin definido que orienta una misión y permite perseverar pese a obstáculos como prisión, tormenta o naufragio.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/14/apostol-pablo-naufragio-roma/
teocratico-sostenible-p-pergamino,pergamino,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Material preparado con piel sobre el que se escribían documentos.,Material escrito que Pablo pidió que le llevaran.,Material preparado con piel sobre el que se escribían documentos; el pasaje citado muestra cómo se aplica.,"Material escrito que Pablo pidió que le llevaran, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-timoteo/4/#v13
teocratico-sostenible-p-pablo,Pablo,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Apóstol que viajó mucho para enseñar acerca de Jesús.,Predicador que fue llevado prisionero a Roma y sobrevivió a un naufragio.,Antiguo perseguidor convertido en incansable misionero entre las naciones.,"Apóstol comisionado para dar testimonio ante gobernantes, capaz de perseverar pese a cárceles y peligros.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/14/apostol-pablo-naufragio-roma/
teocratico-sostenible-p-portico,pórtico,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Espacio cubierto sostenido por columnas delante de un edificio.,Galería del templo conocida por el nombre de Salomón.,Espacio cubierto sostenido por columnas delante de un edificio; el pasaje citado muestra cómo se aplica.,"Galería del templo conocida por el nombre de Salomón, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/3/#v11
teocratico-sostenible-p-pastor,pastor,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que cuida y guía ovejas.,Trabajador que conduce el rebaño a pastos y lo defiende de animales peligrosos.,Oficio que preparó a David para proteger con valor y atender a quienes dependían de él.,"Cuidador de ganado menor convertido en figura bíblica de dirección atenta, sacrificada y protectora.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/7/david-goliat/
teocratico-sostenible-p-primogenito,primogénito,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Primer hijo nacido de un padre o una madre.,Título de Jesús que indica prioridad sobre toda la creación.,Primer hijo nacido de un padre o una madre; el pasaje citado muestra cómo se aplica.,"Título de Jesús que indica prioridad sobre toda la creación, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/colosenses/1/#v15
teocratico-sostenible-p-perdon,perdón,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Decisión de no seguir enojado por una ofensa.,Acto de dejar atrás el resentimiento cuando alguien se arrepiente.,Misericordia que Pedro necesitó después de negar repetidamente que conocía a Jesús.,Cancelación de una culpa que permite restaurar la paz sin aprobar la conducta incorrecta.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/13/pedro-niega-jesus-tres-veces/
teocratico-sostenible-p-persecucion,persecución,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Hostigamiento persistente contra alguien por sus creencias o conducta.,Hostigamiento que afrontan quienes viven con devoción cristiana.,Hostigamiento persistente contra alguien por sus creencias o conducta; el pasaje citado muestra cómo se aplica.,"Hostigamiento que afrontan quienes viven con devoción cristiana, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-timoteo/3/#v12
teocratico-sostenible-p-palacio,palacio,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Casa grande donde vive un rey.,Edificio lujoso que sirve de residencia y centro de gobierno de un monarca.,Lugar donde Ester tuvo acceso al rey y arriesgó la vida para defender a los judíos.,Residencia real desde la cual podían emitirse decretos que afectaban a todos los pueblos del imperio.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/10/reina-ester-salva-pueblo/
teocratico-sostenible-p-proclamacion,proclamación,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Dicho breve que comunica una enseñanza sabia.,Anuncio público que Pablo pudo completar con ayuda del Señor.,Dicho breve que comunica una enseñanza sabia; el pasaje citado muestra cómo se aplica.,"Anuncio público que Pablo pudo completar con ayuda del Señor, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-timoteo/4/#v17
teocratico-sostenible-p-paz,paz,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Estado sin peleas, miedo ni guerra.",Tranquilidad que permite vivir con seguridad y buenas relaciones.,Condición de estabilidad que caracterizó gran parte del reinado de Salomón.,"Bienestar resultante del orden y la justicia, superior a una simple ausencia temporal de conflicto.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/8/rey-salomon-templo/
teocratico-sostenible-p-piedra,piedra,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Trozo duro de roca.,Material natural que puede servir para construir o lanzar.,Objeto pequeño y liso que David colocó en su honda frente a Goliat.,"Proyectil sencillo que, unido a habilidad y fe, venció a un guerrero mucho mejor armado.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/7/david-goliat/
teocratico-sostenible-p-plaga,plaga,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Desgracia que afecta a muchas personas a la vez.,Calamidad enviada contra Egipto cuando el faraón se negó a liberar a Israel.,Cada uno de los golpes que demostraron la superioridad de Jehová sobre los dioses egipcios.,Juicio colectivo y progresivo que culminó en la liberación del pueblo esclavizado.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/egipto-plagas-1-2-3/
teocratico-sostenible-p-poder,poder,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Capacidad para hacer o cambiar algo.,Fuerza o autoridad que permite realizar acciones importantes.,Cualidad ilimitada de Jehová visible en la creación del cielo y la Tierra.,Facultad efectiva para cumplir una voluntad; en Dios opera sin depender de recursos externos.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/1/dios-crea-adan-eva/
teocratico-sostenible-p-promesa,promesa,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Compromiso de hacer algo.,Palabra dada que una persona fiel se esfuerza por cumplir.,Garantía de Jehová a Abrahán de que su familia llegaría a ser numerosa.,Declaración segura sobre una acción futura cuya fiabilidad depende del carácter y capacidad de quien la hace.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/3/abrahan-sara/
teocratico-sostenible-p-permanencia,permanencia,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Hecho de continuar estable o presente durante un tiempo.,Continuidad de la unión con Cristo necesaria para producir fruto.,Hecho de continuar estable o presente durante un tiempo; el pasaje citado muestra cómo se aplica.,"Continuidad de la unión con Cristo necesaria para producir fruto, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/15/#v4
teocratico-sostenible-p-projimo,prójimo,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Otra persona a la que debemos tratar con amor.,Quien está cerca de nosotros y puede necesitar respeto o ayuda.,Ser humano hacia el que se extiende el deber de actuar con bondad.,"Destinatario del amor altruista mandado por Dios, sin limitarlo a familia, amistad o nacionalidad.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-ensena-orar/
teocratico-sostenible-p-pueblo,pueblo,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Grupo grande de personas unido por algo en común.,"Comunidad que comparte historia, leyes o territorio, como Israel.",Colectividad liberada de Egipto y guiada junta a través del mar Rojo.,"Conjunto humano con identidad común que, mediante el pacto, llegó a pertenecer de modo especial a Jehová.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/mar-rojo-se-divide/
teocratico-sostenible-p-prision,prisión,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Lugar donde encierran a quienes no pueden salir libremente.,Edificio vigilado destinado a mantener cautiva a una persona.,Sitio al que José fue enviado injustamente después de rechazar una mala propuesta.,Condición de reclusión que no impidió que el joven hebreo conservara integridad y ganara confianza.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/jose/
teocratico-sostenible-p-proteccion,protección,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cuidado que mantiene a alguien a salvo.,Ayuda que evita o reduce un peligro.,Seguridad que Daniel recibió cuando un ángel cerró la boca de los leones.,Amparo divino que puede preservar a un siervo fiel aun cuando una sentencia humana parece inevitable.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/10/daniel-hoyo-leones/
teocratico-sostenible-p-pureza,pureza,,P,empieza,teocratico,relato-biblico-infantil|sostenible,1,Estado de estar limpio y sin contaminación.,"Limpieza que puede referirse al cuerpo, los pensamientos o la conducta.",Condición recuperada por Naamán cuando desapareció su enfermedad tras obedecer.,"Ausencia de impureza física o moral, vinculada en la adoración bíblica con santidad y aceptación.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/9/naaman-leproso/
teocratico-sostenible-q-iniquidad,iniquidad,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Maldad grave que se opone deliberadamente a lo justo.,Conducta contraria a la ley que Jesús rechaza.,Maldad grave que se opone deliberadamente a lo justo; el pasaje citado muestra cómo se aplica.,"Conducta contraria a la ley que Jesús rechaza, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/7/#v23
teocratico-sostenible-q-requisitos,requisitos,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Condiciones que deben cumplirse para recibir una responsabilidad.,Condiciones de conducta exigidas a un superintendente.,Condiciones que deben cumplirse para recibir una responsabilidad; el pasaje citado muestra cómo se aplica.,"Condiciones de conducta exigidas a un superintendente, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-timoteo/3/#v2
teocratico-sostenible-q-conquista,conquista,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Acción de tomar control de un territorio tras vencer resistencia.,Toma de Jericó después de que sus murallas cayeron.,Acción de tomar control de un territorio tras vencer resistencia; el pasaje citado muestra cómo se aplica.,"Toma de Jericó después de que sus murallas cayeron, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/josue/6/#v20
teocratico-sostenible-q-riqueza,riqueza,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Gran cantidad de dinero o bienes valiosos.,Abundancia material que permite poseer muchas cosas.,Prosperidad que Salomón recibió además de la sabiduría que había solicitado.,Acumulación de recursos cuyo valor bíblico permanece subordinado al discernimiento y a una buena relación con Dios.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/8/rey-salomon-templo/
teocratico-sostenible-q-sequia,sequía,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Periodo largo en el que no llueve.,Falta de agua que seca campos y dificulta conseguir alimento.,Calamidad que Elías anunció durante el reinado de Acab.,Ausencia prolongada de precipitación que demostró la impotencia de Baal y puso a prueba a todo Israel.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/8/elias-profetas-baal/
teocratico-sostenible-q-banquete,banquete,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Comida especial preparada para muchas personas.,Celebración con abundantes platos e invitados.,Cena que Ester organizó para hablar con el rey acerca del plan de Hamán.,Comida ceremonial usada con prudencia por la reina para escoger el momento de presentar una petición decisiva.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/10/reina-ester-salva-pueblo/
teocratico-sostenible-q-bosque,bosque,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Terreno cubierto por muchos árboles.,Lugar natural con vegetación espesa donde viven numerosos animales.,"Zona arbolada que puede proporcionar madera, sombra y escondite.","Ecosistema dominado por árboles, semejante a los parajes silvestres donde un pastor como David protegía su rebaño.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/7/david-goliat/
teocratico-sostenible-q-cualquiera,cualquiera,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Una persona o cosa sin indicar cuál en particular.,"Palabra que incluye a uno entre muchos posibles, sin preferencia previa.",Expresión indefinida que evita limitar una oportunidad a un solo individuo.,Pronombre que encaja con el carácter abierto del mensaje que Pablo comunicó a personas de diferentes pueblos.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/14/apostol-pablo-naufragio-roma/
teocratico-sostenible-q-equipo,equipo,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Grupo de personas que colaboran.,Conjunto cuyos miembros unen habilidades para alcanzar una meta.,Grupo coordinado en el que cada integrante cumple una tarea necesaria.,"Unidad de cooperación comparable a los hombres de Gedeón, que actuaron juntos siguiendo una misma señal.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/6/gedeon-madianitas/
teocratico-sostenible-q-esquina,esquina,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Lugar donde se encuentran dos lados.,Punto en que se cruzan calles o se unen paredes.,Ángulo exterior de una construcción o extremo destacado de una manzana.,"Encuentro de dos planos, como los sectores que formaban parte del perímetro amurallado de una ciudad antigua.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/6/rahab-esconde-espias/
teocratico-sostenible-q-esquilar,esquilar,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Cortar la lana de una oveja.,Quitar con tijeras especiales el vellón de un animal.,Tarea ganadera que se realiza sin herir al rebaño y permite aprovechar su lana.,Labor periódica del pastoreo mediante la cual se retira el crecimiento lanoso para utilizarlo como fibra.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/7/david-goliat/
teocratico-sostenible-q-maquina,máquina,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Aparato que ayuda a realizar un trabajo.,Conjunto de piezas que transmite fuerza o movimiento.,Invento construido para facilitar una tarea que sería más lenta a mano.,"Dispositivo mecánico inexistente en la torre de Babel, donde la ambiciosa construcción dependió de herramientas y trabajo humano.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/3/torre-babel/
teocratico-sostenible-q-paquete,paquete,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Objeto envuelto para guardarlo o transportarlo.,Bulto preparado con una o varias cosas en su interior.,Carga compacta que puede llevarse durante un viaje.,"Conjunto embalado y dispuesto para traslado, como las provisiones necesarias en una larga travesía marítima.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/14/apostol-pablo-naufragio-roma/
teocratico-sostenible-q-parque,parque,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Terreno con árboles y caminos para pasear.,Espacio cuidado donde las personas descansan y disfrutan de la naturaleza.,"Área verde organizada con plantas, sombra y lugares de recreo.","Zona ajardinada que recuerda, en escala humana, el ambiente agradable preparado en Edén.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/1/dios-crea-adan-eva/
teocratico-sostenible-q-poquito,poquito,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Cantidad muy pequeña.,"Porción escasa, menor de la que parece necesaria.",Número reducido que aun puede bastar cuando se usa con inteligencia.,Cantidad mínima comparable a los pocos hombres con los que Gedeón obtuvo una victoria imposible por medios normales.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/6/gedeon-madianitas/
teocratico-sostenible-q-quitar,quitar,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Retirar algo del lugar donde estaba.,Hacer que una cosa deje de estar sobre alguien o dentro de algo.,"Eliminar una carga, una mancha o una enfermedad.","Acción de hacer desaparecer una condición, como ocurrió con la lepra de Naamán tras obedecer la instrucción profética.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/9/naaman-leproso/
teocratico-sostenible-q-queja,queja,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Palabras que expresan dolor o disgusto.,Protesta de quien está descontento con una situación.,Expresión negativa que puede revelar impaciencia o falta de gratitud.,Lamento repetido por los israelitas cuando se vieron atrapados frente al mar y olvidaron el poder que ya habían presenciado.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/mar-rojo-se-divide/
