id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
general-sostenible-estatua,estatua,,E,empieza,general,infantil|sostenible,1,Figura hecha de piedra o metal que representa a alguien.,Escultura que muestra una persona animal o ser imaginario.,Obra tridimensional tallada o moldeada para conservar una forma reconocible.,Permanece inmóvil en una plaza mientras generaciones pasan frente a ella.,Diccionario de la lengua española,https://dle.rae.es/estatua
general-sostenible-estuche,estuche,,E,empieza,general,infantil|sostenible,1,Caja o bolsita donde guardamos lápices.,Recipiente pequeño que protege y ordena objetos.,Funda rígida o flexible diseñada para contener útiles o instrumentos.,Se abre sobre el pupitre y despliega las herramientas para escribir.,Diccionario de la lengua española,https://dle.rae.es/estuche
general-sostenible-etiqueta,etiqueta,,E,empieza,general,infantil|sostenible,1,Papelito que dice el nombre o precio de algo.,Rótulo unido a un objeto para identificarlo o informarlo.,Pieza impresa que comunica datos sobre contenido origen cuidado o valor.,Aunque pequeña puede contar qué contiene un envase y cuándo vence.,Diccionario de la lengua española,https://dle.rae.es/etiqueta
general-sostenible-equipo,equipo,,E,empieza,general,infantil|sostenible,1,Grupo de personas que trabajan o juegan juntas.,Conjunto organizado para cumplir una tarea o competir.,Grupo cuyos integrantes coordinan capacidades para alcanzar un objetivo común.,El resultado depende de que cada miembro haga su parte y ayude a los demás.,Diccionario de la lengua española,https://dle.rae.es/equipo
general-sostenible-erizo,erizo,,E,empieza,general,infantil|sostenible,1,Animal pequeño cubierto de púas.,Mamífero que se enrolla y muestra sus espinas al asustarse.,Animal insectívoro de cuerpo protegido por numerosos pelos rígidos y puntiagudos.,Ante una amenaza esconde la cara y se convierte en una bola difícil de tocar.,Diccionario de la lengua española,https://dle.rae.es/erizo
general-sostenible-ensalada,ensalada,,E,empieza,general,infantil|sostenible,1,Comida hecha al mezclar verduras.,Plato frío de vegetales cortados y aliñados.,Preparación que combina ingredientes crudos o cocidos con aceite u otro aderezo.,Reúne colores y texturas distintas en un mismo bol sin pasar por el horno.,Diccionario de la lengua española,https://dle.rae.es/ensalada
general-sostenible-enfermero,enfermero,,E,empieza,general,infantil|sostenible,1,Profesional que cuida a personas enfermas.,Persona formada para atender pacientes y colaborar en su tratamiento.,Profesional sanitario que administra cuidados y acompaña la recuperación.,Controla signos aplica indicaciones y permanece cerca cuando alguien necesita atención.,Diccionario de la lengua española,https://dle.rae.es/enfermero
general-sostenible-entrada,entrada,,E,empieza,general,infantil|sostenible,1,Lugar por donde se ingresa a un sitio.,Acceso que permite pasar al interior de un espacio.,Abertura o zona destinada a recibir a quienes llegan.,Es el punto donde termina la calle y comienza el interior.,Diccionario de la lengua española,https://dle.rae.es/entrada
general-sostenible-escenario,escenario,,E,empieza,general,infantil|sostenible,1,Lugar donde actúan músicos y actores.,Espacio elevado destinado a representar espectáculos.,Zona visible de un teatro donde se desarrolla la acción ante el público.,Las luces se encienden allí cuando el telón deja de ocultarlo.,Diccionario de la lengua española,https://dle.rae.es/escenario
general-sostenible-enchufe,enchufe,,E,empieza,general,infantil|sostenible,1,Pieza que conectamos para que un aparato reciba electricidad.,Dispositivo que une un cable eléctrico con una toma de corriente.,Conector con clavijas que permite alimentar aparatos desde la red eléctrica.,Al entrar en el tomacorriente completa el camino de la energía.,Diccionario de la lengua española,https://dle.rae.es/enchufe
general-sostenible-energia,energía,,E,empieza,general,infantil|sostenible,1,Capacidad que permite mover iluminar o calentar cosas.,Capacidad de un cuerpo o sistema para realizar trabajo.,Magnitud física que adopta formas como movimiento calor luz o electricidad.,No se crea ni se destruye pero cambia de forma cuando algo funciona.,Diccionario de la lengua española,https://dle.rae.es/energía
general-sostenible-esponja,esponja,,E,empieza,general,infantil|sostenible,1,Objeto blando que absorbe agua y sirve para lavar.,Material poroso usado para limpiar o bañarse.,Cuerpo flexible lleno de pequeñas cavidades que retienen líquidos.,Al apretarla entrega el agua que antes había escondido en sus poros.,Diccionario de la lengua española,https://dle.rae.es/esponja
general-sostenible-esqui,esquí,,E,empieza,general,infantil|sostenible,1,Tabla larga que se usa en cada pie para deslizarse por nieve.,Patín alargado para avanzar sobre superficies nevadas.,Pieza deportiva estrecha y curva que reduce el hundimiento y facilita el deslizamiento.,En pareja deja dos huellas paralelas al bajar una montaña blanca.,Diccionario de la lengua española,https://dle.rae.es/esquí
general-sostenible-escritorio,escritorio,,E,empieza,general,infantil|sostenible,1,Mesa usada para escribir o estudiar.,Mueble con superficie preparada para trabajar con papeles o computadora.,Mesa de trabajo que puede incluir cajones para guardar materiales.,Sobre él conviven tareas lápices y una pantalla durante horas de concentración.,Diccionario de la lengua española,https://dle.rae.es/escritorio
