id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
teocratico-sostenible-evangelista,evangelista,,V,contiene,teocratico,relato-biblico-infantil|sostenible,1,Predicador que anuncia a otras personas las buenas noticias.,Cristiano dedicado a comunicar públicamente el mensaje acerca de Jesús.,Felipe recibió esta designación y hospedó a Pablo en Cesarea.,La labor implica proclamar el mensaje cristiano más allá de la congregación local.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/21/#v8
teocratico-sostenible-llave,llave,,V,contiene,teocratico,relato-biblico-infantil,1,Objeto usado para abrir o cerrar una puerta.,Instrumento que acciona una cerradura para abrir o cerrar.,Jesús dio a Pedro las del Reino de los cielos en sentido simbólico.,"El apóstol abrió oportunidades a judíos, samaritanos y gentiles para entrar en la congregación.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/16/#v19
teocratico-sostenible-nave,nave,,V,contiene,teocratico,relato-biblico-infantil,1,Embarcación grande usada para viajar sobre el agua.,Embarcación preparada para transportar personas o carga.,Pablo viajó en una que naufragó camino a Roma.,Los doscientos setenta y seis ocupantes sobrevivieron al encallar cerca de Malta.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/27/#v37
teocratico-sostenible-proverbio,proverbio,,V,contiene,teocratico,relato-biblico-infantil|sostenible,1,Dicho breve que comunica una enseñanza útil.,Frase concisa que expresa sabiduría mediante comparación o experiencia práctica.,Salomón compuso tres mil de estas sentencias y también numerosos cánticos.,"El libro bíblico que las reúne busca enseñar disciplina, prudencia y temor de Jehová.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-reyes/4/#v32
teocratico-sostenible-cautiverio,cautiverio,,V,contiene,teocratico,relato-biblico-infantil,1,Situación de quien está preso o dominado por otros.,Condición de quienes han perdido la libertad bajo otro poder.,Muchos judíos vivieron así en Babilonia después de caer Jerusalén.,Jeremías anunció setenta años de dominio antes del regreso de los desterrados.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/jeremias/25/#v11
teocratico-sostenible-ovejero,ovejero,,V,contiene,teocratico,relato-biblico-infantil,1,Persona encargada de cuidar y guiar ovejas.,"Trabajador que alimenta, conduce y protege un rebaño.",David desempeñó esta labor antes de ser rey.,"Rescató ovejas de un león y un oso, experiencia que fortaleció su confianza ante Goliat.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/17/#v34
teocratico-sostenible-salvador,salvador,,V,contiene,teocratico,relato-biblico-infantil,1,Persona que libra a otros de un peligro.,Quien rescata a otras personas de peligro o muerte.,El ángel anunció que Jesús cumpliría esta función para la humanidad.,Su nombre alude a que Jehová proporciona liberación mediante su sacrificio.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/2/#v11
teocratico-sostenible-servidor,servidor,,V,contiene,teocratico,relato-biblico-infantil,1,Persona que ayuda y atiende las necesidades de otros.,Persona que trabaja para atender o beneficiar a otros.,Jesús enseñó que el mayor debía hacerse como el menor.,Lavó los pies de sus apóstoles para mostrar que la autoridad cristiana exige humildad.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/13/#v5
teocratico-sostenible-valiente,valiente,,V,contiene,teocratico,relato-biblico-infantil,1,Que actúa con ánimo aunque sienta miedo.,Capaz de actuar con firmeza a pesar del peligro.,David mostró esta cualidad al enfrentarse a Goliat.,"No confió en armadura ni espada, sino en el nombre de Jehová de los ejércitos.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/17/#v45
teocratico-sostenible-vara,vara,,V,contiene,teocratico,relato-biblico-infantil,1,"Palo largo usado para caminar, guiar o corregir.","Palo recto usado como apoyo, señal de autoridad o instrumento de guía.",La de Moisés se convirtió en serpiente ante el faraón.,También se levantó sobre el mar Rojo antes de que las aguas se dividieran.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/14/#v16
teocratico-sostenible-vasija,vasija,,V,contiene,teocratico,relato-biblico-infantil,1,Recipiente de barro usado para guardar líquidos o alimentos.,"Recipiente rígido que conserva líquidos, granos u otros productos.",Una viuda reunió muchos recipientes para recibir aceite milagroso.,Eliseo indicó llenarlos y vender el contenido para pagar sus deudas.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-reyes/4/#v3
teocratico-sostenible-velo,velo,,V,contiene,teocratico,relato-biblico-infantil,1,Tela fina usada para cubrir la cabeza o el rostro.,Tela que cubre total o parcialmente el rostro o la cabeza.,Rebeca se puso uno cuando se acercaba a Isaac.,Ese gesto discreto ocurrió después de saber que el hombre del campo sería su esposo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/24/#v65
teocratico-sostenible-verdad,verdad,,V,contiene,teocratico,relato-biblico-infantil,1,Lo que está de acuerdo con los hechos y no miente.,Correspondencia fiel entre lo dicho y la realidad.,Jesús afirmó que la palabra de Dios posee esta cualidad.,También se presentó como el camino y la vida porque reveló perfectamente a su Padre.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/17/#v17
teocratico-sostenible-esclavitud,esclavitud,,V,contiene,teocratico,relato-biblico-infantil|sostenible,1,Situación de quien debe servir sin tener libertad.,Condición opresiva que padecieron los israelitas bajo el dominio egipcio.,Jehová prometió liberar a su pueblo de las cargas y trabajos forzados.,"En sentido espiritual, la Biblia también relaciona esta condición con el pecado.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/6/#v6
teocratico-sostenible-exclamar,exclamar,,X,contiene,teocratico,relato-biblico-infantil,1,Decir algo con fuerza para mostrar una emoción.,"Pronunciar algo con intensidad por sorpresa, temor o alegría.",El carcelero de Filipos habló así al preguntar cómo salvarse.,Pablo y Silas respondieron que debía ejercer fe en el Señor Jesús.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/16/#v30
teocratico-sostenible-excusa,excusa,,X,contiene,teocratico,relato-biblico-infantil,1,Razón presentada para evitar una responsabilidad o explicar una falta.,Motivo alegado para justificar una acción o evitar una obligación.,Adán culpó a Eva después de comer el fruto prohibido.,"Eva responsabilizó a la serpiente, pero Jehová pidió cuentas a cada participante.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/3/#v12
teocratico-sostenible-existir,existir,,X,contiene,teocratico,relato-biblico-infantil,1,Tener vida o ser real en algún lugar.,Ser real o tener presencia efectiva.,La creación demuestra que el universo no apareció por sí solo.,Hebreos dice que quien se acerca a Dios debe creer que él es y recompensa a quienes lo buscan.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hebreos/11/#v6
teocratico-sostenible-expectativa,expectativa,,X,contiene,teocratico,relato-biblico-infantil,1,Esperanza de que ocurra algo que estamos esperando.,Confianza orientada hacia un acontecimiento futuro.,Los discípulos esperaban la restauración del Reino cuando Jesús ascendió.,Él corrigió su interés por fechas y los dirigió a dar testimonio hasta lugares lejanos.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/1/#v6
teocratico-sostenible-experiencia,experiencia,,X,contiene,teocratico,relato-biblico-infantil,1,Conocimiento obtenido al vivir o practicar alguna situación.,Conocimiento práctico adquirido mediante vivencias repetidas.,David recordó combates anteriores al ofrecerse contra Goliat.,Haber protegido el rebaño de fieras reforzó su confianza en la liberación divina.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/17/#v36
teocratico-sostenible-exponer,exponer,,X,contiene,teocratico,relato-biblico-infantil,1,Mostrar o explicar un asunto delante de otras personas.,"Presentar públicamente hechos, ideas o argumentos de manera ordenada.",Pedro hizo esto con las profecías durante Pentecostés.,Relacionó los Salmos con la resurrección y entronización de Jesús.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/2/#v14
teocratico-sostenible-expresion,expresión,,X,contiene,teocratico,relato-biblico-infantil,1,Palabras o gestos usados para comunicar una idea.,"Manifestación verbal, gestual o facial de una idea o emoción.",Jesús usó “Padre” al enseñar a orar a sus discípulos.,"La forma aramea “Abba” comunicaba intimidad respetuosa, no irreverencia.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/marcos/14/#v36
teocratico-sostenible-extender,extender,,X,contiene,teocratico,relato-biblico-infantil,1,Hacer que algo ocupe más espacio o llegue más lejos.,"Aumentar la longitud, superficie o alcance de algo.",Moisés hizo esta acción con su mano sobre el mar Rojo.,Un viento fuerte separó las aguas y abrió paso seco para Israel.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/14/#v21
teocratico-sostenible-extremo,extremo,,X,contiene,teocratico,relato-biblico-infantil,1,Parte que se encuentra al final de una cosa.,Punto situado en el límite más alejado de algo.,Jesús mandó testificar hasta la parte más distante de la tierra.,"Hechos presenta la expansión desde Jerusalén hacia Judea, Samaria y otras naciones.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/1/#v8
teocratico-sostenible-flexion,flexión,,X,contiene,teocratico,relato-biblico-infantil,1,Movimiento de doblar una parte del cuerpo.,Acción de doblar una articulación o parte corporal.,Doblar las rodillas puede acompañar una oración reverente.,Pablo y los ancianos de Éfeso se arrodillaron juntos antes de despedirse.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/20/#v36
teocratico-sostenible-mixto,mixto,,X,contiene,teocratico,relato-biblico-infantil,1,Formado por elementos de clases diferentes.,Compuesto por elementos de naturaleza o procedencia diferente.,Una gran multitud de diversa procedencia salió de Egipto con Israel.,No todos sus integrantes eran descendientes naturales de Jacob.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/12/#v38
teocratico-sostenible-reflexionar,reflexionar,,X,contiene,teocratico,relato-biblico-infantil,1,Pensar con cuidado sobre una decisión o enseñanza.,Examinar con calma ideas y decisiones antes de actuar.,María guardaba ciertos acontecimientos y pensaba profundamente en ellos.,Meditó sobre las palabras de pastores que habían visitado al niño recién nacido.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/2/#v19
teocratico-sostenible-sexo,sexo,,X,contiene,teocratico,relato-biblico-infantil,1,Condición que distingue a hombres y mujeres.,Condición biológica masculina o femenina de una persona.,Génesis dice que Dios creó al ser humano varón y hembra.,"Ambos recibieron dignidad, bendición y responsabilidad sobre la tierra.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/1/#v27
teocratico-sostenible-textual,textual,,X,contiene,teocratico,relato-biblico-infantil,1,Que repite exactamente las palabras de un escrito.,Reproducido con las mismas palabras de un escrito.,Jesús citó de este modo pasajes de Deuteronomio ante el Tentador.,Cada contestación comenzó apelando a lo que estaba escrito en las Escrituras.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/4/#v4
teocratico-sostenible-contexto,contexto,,X,contiene,teocratico,relato-biblico-infantil,1,Información cercana que ayuda a entender mejor unas palabras.,Datos que rodean una declaración y aclaran su sentido.,"La frase “ojo por ojo” pertenecía a normas judiciales, no a venganzas personales.",Leer los versículos vecinos muestra que los jueces debían imponer compensación proporcional.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/21/#v24
teocratico-sostenible-exilio,exilio,,X,contiene,teocratico,relato-biblico-infantil,1,Tiempo vivido lejos de la patria por obligación.,Permanencia forzada lejos de la tierra natal.,Judá sufrió esta situación en Babilonia tras la destrucción de Jerusalén.,Ciro permitió el regreso para reconstruir el templo después del período anunciado.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/esdras/1/#v3
teocratico-sostenible-exhalar,exhalar,,X,contiene,teocratico,relato-biblico-infantil,1,Expulsar aire de los pulmones al respirar.,Expulsar hacia fuera el aire contenido en los pulmones.,Jesús realizó esta acción antes de decir a sus discípulos que recibieran espíritu santo.,Juan relaciona aquel gesto con la comisión y autoridad que acababa de entregarles.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/20/#v22
teocratico-sostenible-extraer,extraer,,X,contiene,teocratico,relato-biblico-infantil,1,Sacar algo que estaba dentro de otra cosa.,Sacar una cosa del interior de otra.,Jeremías fue sacado de una cisterna fangosa con cuerdas.,Ébed-Mélec colocó trapos bajo sus axilas para evitar que resultara herido.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/jeremias/38/#v11
teocratico-sostenible-sexta-hora,sexta hora,,X,contiene,teocratico,relato-biblico-infantil,1,Momento del día mencionado en varios relatos bíblicos.,Punto del día que correspondía aproximadamente al mediodía.,Jesús estaba junto al pozo de Jacob en ese momento.,Allí inició una conversación con una samaritana que había ido a buscar agua.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/4/#v6
teocratico-sostenible-expedicion,expedición,,X,contiene,teocratico,relato-biblico-infantil,1,Viaje organizado para explorar o cumplir una misión.,Viaje organizado para reconocer un territorio o cumplir una misión.,Doce hombres recorrieron Canaán durante cuarenta días.,Solo Josué y Caleb regresaron confiando en que Jehová entregaría la tierra.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/numeros/13/#v25
teocratico-sostenible-adan-y-eva,Adán y Eva,,Y,contiene,teocratico,relato-biblico-infantil,1,Primera pareja humana que vivió en el jardín de Edén.,Esposos que formaron la primera familia humana.,Vivieron en Edén y recibieron la tarea de cuidar el jardín.,Ambos desobedecieron respecto al árbol del conocimiento y perdieron la perfección.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/3/#v6
teocratico-sostenible-cain-y-abel,Caín y Abel,,Y,contiene,teocratico,relato-biblico-infantil,1,Primeros hermanos humanos mencionados en la Biblia.,Hermanos que trabajaron como agricultor y pastor.,"Presentaron ofrendas, pero solo la del menor obtuvo aprobación divina.",Los celos llevaron al primogénito a asesinar al justo en el campo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/4/#v4
teocratico-sostenible-noe-y-su-familia,Noé y su familia,,Y,contiene,teocratico,relato-biblico-infantil,1,Ocho personas que sobrevivieron juntas al gran Diluvio.,Matrimonio con tres hijos y sus esposas.,Construyeron el arca y entraron juntos antes del Diluvio.,Estas ocho personas obedientes fueron las únicas humanas que sobrevivieron a las aguas.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-pedro/3/#v20
teocratico-sostenible-abrahan-y-sara,Abrahán y Sara,,Y,contiene,teocratico,relato-biblico-infantil,1,Matrimonio fiel que viajó a la tierra de Canaán.,Esposos que dejaron Ur y vivieron como extranjeros.,Esperaron durante décadas el hijo prometido por Jehová.,Él tenía cien años y ella noventa cuando nació Isaac.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/21/#v5
teocratico-sostenible-jacob-y-esau,Jacob y Esaú,,Y,contiene,teocratico,relato-biblico-infantil,1,Hermanos gemelos que finalmente hicieron las paces.,Gemelos de Isaac y Rebeca con temperamentos muy diferentes.,El menor obtuvo la primogenitura que el mayor vendió por un guisado.,"Tras años separados se reencontraron, se abrazaron y dejaron atrás su enemistad.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/33/#v4
teocratico-sostenible-moises-y-aaron,Moisés y Aarón,,Y,contiene,teocratico,relato-biblico-infantil,1,Hermanos que hablaron con el faraón en Egipto.,Hermanos levitas enviados juntos ante el faraón.,Uno recibió el mensaje divino y el otro actuó como portavoz.,"Condujeron a Israel fuera de Egipto, aunque ninguno entró en la Tierra Prometida.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/4/#v16
teocratico-sostenible-josue-y-caleb,Josué y Caleb,,Y,contiene,teocratico,relato-biblico-infantil,1,Exploradores fieles que confiaron en la promesa de Jehová.,Dos exploradores que dieron un informe lleno de fe.,Afirmaron que Israel podía conquistar Canaán con la ayuda de Jehová.,Fueron los únicos adultos de aquella generación autorizados a entrar en la tierra.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/numeros/14/#v30
teocratico-sostenible-rut-y-noemi,Rut y Noemí,,Y,contiene,teocratico,relato-biblico-infantil,1,Mujeres leales que viajaron juntas de Moab a Israel.,Nuera y suegra unidas por extraordinaria lealtad.,La más joven dejó Moab y adoptó el pueblo y el Dios de la mayor.,Su regreso a Belén llevó al matrimonio con Boaz y a la línea familiar de David.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/rut/1/#v16
teocratico-sostenible-david-y-goliat,David y Goliat,,Y,contiene,teocratico,relato-biblico-infantil,1,Joven pastor y gigante que se enfrentaron en batalla.,Pastor israelita y guerrero filisteo enfrentados en batalla.,El muchacho rechazó la armadura y usó una honda con una piedra.,"La victoria mostró que la batalla pertenecía a Jehová, no a la espada ni la lanza.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/17/#v50
teocratico-sostenible-david-y-jonatan,David y Jonatán,,Y,contiene,teocratico,relato-biblico-infantil,1,Amigos leales que se ayudaron en tiempos difíciles.,Hijo de un rey y futuro rey unidos por amistad.,El primero protegió al segundo frente a los intentos homicidas de Saúl.,Sellaron un pacto de lealtad que después benefició a Mefibóset.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/20/#v42
teocratico-sostenible-elias-y-eliseo,Elías y Eliseo,,Y,contiene,teocratico,relato-biblico-infantil,1,Profetas que sirvieron a Jehová en tiempos de Israel.,Profeta experimentado y sucesor que trabajaron juntos.,El más joven abandonó sus labores agrícolas para acompañar al mayor.,Tras ver su partida en un vendaval recibió una porción doble de su espíritu.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-reyes/2/#v9
teocratico-sostenible-marta-y-maria,Marta y María,,Y,contiene,teocratico,relato-biblico-infantil,1,Hermanas de Betania que eran amigas de Jesús.,Hermanas de Lázaro y amigas cercanas de Jesús.,Una atendía con afán mientras la otra escuchaba sentada al Maestro.,Ambas expresaron fe en la resurrección antes de que su hermano volviera a vivir.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/11/#v21
teocratico-sostenible-pedro-y-juan,Pedro y Juan,,Y,contiene,teocratico,relato-biblico-infantil,1,Apóstoles que trabajaron juntos predicando acerca de Jesús.,Apóstoles que acompañaron juntos a Jesús en momentos especiales.,Curaron a un hombre que no podía caminar a la entrada del templo.,Ante el Sanedrín defendieron con valor que debían obedecer a Dios antes que a hombres.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/4/#v19
teocratico-sostenible-pablo-y-timoteo,Pablo y Timoteo,,Y,contiene,teocratico,relato-biblico-infantil,1,Cristianos que viajaron y sirvieron juntos durante años.,Misionero experimentado y colaborador más joven.,Viajaron fortaleciendo congregaciones y anunciando las decisiones apostólicas.,El mayor llamó hijo amado al menor y le escribió dos cartas inspiradas.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/16/#v3
teocratico-sostenible-jose-y-maria,José y María,,Y,contiene,teocratico,relato-biblico-infantil,1,Matrimonio que cuidó a Jesús cuando era niño.,Esposos escogidos para criar al niño Jesús.,Viajaron a Belén y luego huyeron a Egipto para protegerlo.,Años después lo encontraron en el templo conversando con maestros.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/2/#v48
teocratico-sostenible-pan-y-vino,pan y vino,,Y,contiene,teocratico,relato-biblico-infantil,1,Alimentos usados por Jesús durante su última cena.,Alimentos que Jesús repartió en su última noche.,Representaron respectivamente su cuerpo sin pecado y su sangre derramada.,Los cristianos ungidos participan de ambos emblemas durante la Conmemoración.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/26/#v26
teocratico-sostenible-oro-y-plata,oro y plata,,Y,contiene,teocratico,relato-biblico-infantil,1,Metales valiosos mencionados muchas veces en la Biblia.,Metales preciosos usados como dinero y ornamento.,Israel contribuyó con ambos para construir el tabernáculo.,Pedro dijo que la fe probada vale más que cualquiera de los dos materiales perecederos.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-pedro/1/#v7
teocratico-sostenible-ovejas-y-cabras,ovejas y cabras,,Y,contiene,teocratico,relato-biblico-infantil,1,Animales usados por Jesús en una comparación sobre juicio.,Dos clases de ganado separadas por un pastor.,Jesús las usó para representar personas juzgadas por su trato a sus hermanos.,"Las primeras reciben vida; las segundas, corte definitivo.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/25/#v32
teocratico-sostenible-cielo-y-tierra,cielo y Tierra,,Y,contiene,teocratico,relato-biblico-infantil,1,Todo lo que Dios creó al principio.,Ámbito superior y mundo habitado creados por Dios.,Génesis los menciona juntos al abrir el relato de la creación.,Revelación anuncia que el sistema anterior será reemplazado por unos nuevos donde habrá justicia.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/1/#v1
teocratico-sostenible-dia-y-noche,día y noche,,Y,contiene,teocratico,relato-biblico-infantil,1,Periodos de luz y oscuridad establecidos durante la creación.,Períodos alternos de luz y oscuridad.,Dios los distinguió al comienzo de la creación.,El Sol y la Luna llegaron a servir después como lumbreras dominantes de cada período.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/1/#v5
teocratico-sostenible-cabeza,cabeza,,Z,contiene,teocratico,relato-biblico-infantil,1,"Parte superior del cuerpo donde están ojos, boca y cerebro.","Parte corporal que contiene cerebro, ojos, oídos y boca.",La Biblia la usa como símbolo de dirección y autoridad.,"Cristo ocupa esta posición respecto a la congregación, así como Dios respecto a él.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-corintios/11/#v3
teocratico-sostenible-corazon,corazón,,Z,contiene,teocratico,relato-biblico-infantil,1,Órgano usado en la Biblia como símbolo de sentimientos.,Órgano central que impulsa la sangre por el cuerpo.,"En sentido figurado representa deseos, motivos y sentimientos íntimos.",Jeremías advierte que puede ser traicionero y difícil de conocer.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/jeremias/17/#v9
teocratico-sostenible-cruz,cruz,,Z,contiene,teocratico,relato-biblico-infantil,1,Objeto que muchas personas relacionan con la muerte de Jesús.,Figura formada por dos líneas que se cortan.,Muchas iglesias la usan para representar la ejecución de Jesús.,"El texto griego emplea staurós, que originalmente designaba un poste vertical.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/5/#v30
teocratico-sostenible-calzado,calzado,,Z,contiene,teocratico,relato-biblico-infantil,1,Prendas que protegen los pies al caminar.,Prenda resistente que cubre y protege los pies.,Moisés tuvo que quitárselo ante la zarza ardiente.,El gesto reconocía que estaba sobre suelo santo por la presencia de Jehová.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/3/#v5
teocratico-sostenible-feliz,feliz,,Z,contiene,teocratico,relato-biblico-infantil,1,"Que siente alegría, satisfacción y bienestar.","Que disfruta alegría, satisfacción o bienestar.",Jesús aplicó esta condición a quienes reconocen su necesidad espiritual.,Las Bienaventuranzas muestran que no depende de riqueza ni ausencia de problemas.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/5/#v3
teocratico-sostenible-zaqueo,Zaqueo,,Z,contiene,teocratico,relato-biblico-infantil|sostenible,1,Recaudador bajito que subió a un árbol para ver a Jesús.,Jefe de cobradores de impuestos de Jericó que recibió a Cristo en su casa.,Prometió dar la mitad de sus bienes y compensar ampliamente cualquier cobro injusto.,Jesús declaró que la salvación había llegado a su hogar por su arrepentimiento.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/19/#v2
teocratico-sostenible-belleza,belleza,,Z,contiene,teocratico,relato-biblico-infantil,1,Cualidad agradable que puede verse en la creación.,Cualidad que produce admiración o deleite.,"La creación refleja esta característica mediante variedad, orden y color.","Proverbios advierte que el encanto puede engañar, pero alaba a quien teme a Jehová.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/proverbios/31/#v30
teocratico-sostenible-uz,Uz,,Z,contiene,teocratico,relato-biblico-infantil|sostenible,1,Tierra donde vivía Job junto con su numerosa familia.,Región oriental presentada como hogar de un hombre intachable y recto.,"Desde allí, Job llegó a ser el más importante de todos los orientales.","El relato no fija con certeza sus fronteras, pero la vincula con Edom y Arabia.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/job/1/#v1
teocratico-sostenible-pez,pez,,Z,contiene,teocratico,relato-biblico-infantil,1,Animal acuático que aparece en muchos relatos bíblicos.,Animal vertebrado que vive y respira dentro del agua.,Uno grande tragó a Jonás y lo mantuvo vivo tres días.,Jesús también multiplicó varios para alimentar a miles de personas.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/jonas/1/#v17
teocratico-sostenible-plaza,plaza,,Z,contiene,teocratico,relato-biblico-infantil,1,Espacio abierto de una ciudad donde se reúne la gente.,Espacio público abierto entre edificios o calles.,Los escribas disfrutaban recibir saludos en estos lugares concurridos.,"En tiempos bíblicos allí se comerciaba, contrataban trabajadores y comunicaban noticias.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/23/#v7
